epoch,sequence,label
1,$1010100011,True
1,$1010000010,True
1,$0110100010,False
1,$1010111111,True
1,$0110101100,False
1,$0100100111,False
1,$1111001101,True
1,$0000010111,False
1,$0001101110,False
1,$1000000011,True
1,$0011010010,False
1,$0000101011,False
1,$1011110011,True
1,$0100110011,False
1,$1000011011,True
1,$1000010011,True
1,$0110101010,False
1,$1011110111,True
1,$1011010010,True
1,$1101101101,True
1,$1001101011,True
1,$1100011101,True
1,$1000101001,True
1,$0101011111,False
1,$0110001011,False
1,$0010111101,False
1,$0100100001,False
1,$1000011111,True
1,$1000000000,True
1,$1001100101,True
1,$0100111110,False
1,$0111000110,False
1,$1111100000,True
1,$0011010110,False
1,$0111110110,False
1,$1000011111,True
1,$0111001010,False
1,$1101100000,True
1,$0001011100,False
1,$1110010100,True
1,$0101011011,False
1,$0000001110,False
1,$1011110001,True
1,$0110101000,False
1,$1100011100,True
1,$0001100011,False
1,$1010001111,True
1,$0000100010,False
1,$1000011011,True
1,$0001000011,False
1,$1000011111,True
1,$0011110001,False
1,$1010110001,True
1,$0000101010,False
1,$0111111101,False
1,$1100010111,True
1,$1001111001,True
1,$0001101111,False
1,$1010010011,True
1,$1001000011,True
1,$0101001000,False
1,$1101000000,True
1,$1101010110,True
1,$0011001010,False
1,$0110000110,False
1,$0001110101,False
1,$1100010101,True
1,$1000000101,True
1,$0101001111,False
1,$1100001001,True
1,$1011111001,True
1,$0011111001,False
1,$1000011111,True
1,$1101101110,True
1,$0010000001,False
1,$0111000110,False
1,$1110001111,True
1,$1110100111,True
1,$0011001111,False
1,$0011001110,False
1,$0110011010,False
1,$0000010111,False
1,$1101000000,True
1,$0010011111,False
1,$0001011100,False
1,$0001000110,False
1,$1111110101,True
1,$1011100101,True
1,$0011100000,False
1,$1011010101,True
1,$1111100010,True
1,$1100101010,True
1,$0000100101,False
1,$0000011110,False
1,$1010011001,True
1,$0100010000,False
1,$0001111000,False
1,$0111000100,False
1,$1000010000,True
1,$1010011110,True
2,$0110100110,False
2,$0011101010,False
2,$1011100101,True
2,$0110000011,False
2,$0010100110,False
2,$0000010010,False
2,$1110100100,True
2,$1110111100,True
2,$0110101001,False
2,$1011110011,True
2,$0100001001,False
2,$1100000101,True
2,$1101100010,True
2,$0000001001,False
2,$1010010101,True
2,$0111001100,False
2,$1001110100,True
2,$0111001011,False
2,$0011010111,False
2,$0101100100,False
2,$1101001101,True
2,$0010111111,False
2,$0111001001,False
2,$0101101000,False
2,$1100011111,True
2,$1101001100,True
2,$0111101111,False
2,$0100100000,False
2,$1011111100,True
2,$0100010101,False
2,$0100101001,False
2,$0111110001,False
2,$0100100000,False
2,$1101110001,True
2,$1101011111,True
2,$0111011100,False
2,$1110011101,True
2,$0011000011,False
2,$0011010110,False
2,$1111001110,True
2,$0101011111,False
2,$0100110110,False
2,$0001111000,False
2,$0001010001,False
2,$0000100001,False
2,$1110110001,True
2,$0000110001,False
2,$0001000100,False
2,$0100010000,False
2,$0111110110,False
2,$1110010110,True
2,$1001010100,True
2,$0010110110,False
2,$0100101001,False
2,$0000110000,False
2,$0011101000,False
2,$0000100000,False
2,$1110100000,True
2,$0101111100,False
2,$0011010100,False
2,$1110100110,True
2,$1100011000,True
2,$0000010111,False
2,$0011101000,False
2,$1010000010,True
2,$1011100000,True
2,$0011000000,False
2,$0110101001,False
2,$1000011110,True
2,$0100101100,False
2,$1111000110,True
2,$0000011011,False
2,$0001110011,False
2,$0011100101,False
2,$0110000101,False
2,$0100001101,False
2,$0101011001,False
2,$1110100100,True
2,$1010001100,True
2,$1010100111,True
2,$0010010110,False
2,$0011110100,False
2,$0001001111,False
2,$0101001001,False
2,$1000010101,True
2,$1111101100,True
2,$0111010110,False
2,$0011000111,False
2,$0000000011,False
2,$1011010110,True
2,$1100000101,True
2,$1110000000,True
2,$0011001000,False
2,$1110101011,True
2,$0101011110,False
2,$1011100000,True
2,$0110110100,False
2,$1110000010,True
2,$1101111100,True
2,$1110110100,True
3,$1010011111,True
3,$0001001001,False
3,$0001110011,False
3,$0100101001,False
3,$0011001111,False
3,$1000010101,True
3,$1010100100,True
3,$1110010000,True
3,$1101100010,True
3,$0111111100,False
3,$0010010001,False
3,$0110101000,False
3,$0111100111,False
3,$1101010100,True
3,$0011010100,False
3,$1000100100,True
3,$1100011010,True
3,$0001000011,False
3,$0101011100,False
3,$0011101111,False
3,$1001100000,True
3,$1101110001,True
3,$0111000010,False
3,$0101101010,False
3,$0101101000,False
3,$0100111001,False
3,$1110000011,True
3,$0111010000,False
3,$1111001011,True
3,$1100111011,True
3,$1000101000,True
3,$0101110001,False
3,$0001110100,False
3,$0110101000,False
3,$1001101001,True
3,$1000110000,True
3,$0000001111,False
3,$0011000111,False
3,$1100111101,True
3,$0010011110,False
3,$0001111001,False
3,$0100010011,False
3,$0111010000,False
3,$0111100011,False
3,$0010101010,False
3,$0010101011,False
3,$1001111011,True
3,$0010011111,False
3,$0111001100,False
3,$0100110001,False
3,$1011010010,True
3,$1001011010,True
3,$1001010100,True
3,$1010111011,True
3,$0001111001,False
3,$0101110110,False
3,$1010000010,True
3,$1000100100,True
3,$0001010010,False
3,$0100111011,False
3,$1101100011,True
3,$0111110011,False
3,$0010101011,False
3,$0110100111,False
3,$0111001100,False
3,$1111100101,True
3,$1011011111,True
3,$1100001011,True
3,$1000101100,True
3,$0000001101,False
3,$0011101010,False
3,$1101010011,True
3,$0011001000,False
3,$0100100110,False
3,$0101000111,False
3,$1000010110,True
3,$1000000011,True
3,$0010110000,False
3,$0011001111,False
3,$1001010101,True
3,$0000111001,False
3,$1110000011,True
3,$0011110011,False
3,$1001111010,True
3,$1110110010,True
3,$0101101100,False
3,$0011000100,False
3,$1000100101,True
3,$0000011011,False
3,$0000101111,False
3,$0001000100,False
3,$1010110010,True
3,$1111100100,True
3,$1110000110,True
3,$0011111111,False
3,$0000110001,False
3,$0100011000,False
3,$1000110000,True
3,$0100100101,False
3,$1110000100,True
4,$1101010101,True
4,$1000101001,True
4,$0001010101,False
4,$1010001110,True
4,$0001110100,False
4,$1101000010,True
4,$1010011111,True
4,$1101010001,True
4,$1111001111,True
4,$1000011001,True
4,$1100010011,True
4,$0010111101,False
4,$0101001110,False
4,$0001110110,False
4,$0010010011,False
4,$0101010010,False
4,$0111010010,False
4,$0000000010,False
4,$0000111000,False
4,$0011110100,False
4,$1010111100,True
4,$0000101001,False
4,$1011000000,True
4,$0100000110,False
4,$1111110101,True
4,$0001010100,False
4,$1111100111,True
4,$0110111110,False
4,$1110110000,True
4,$0001111101,False
4,$1000110110,True
4,$0010010110,False
4,$1110111101,True
4,$1010111110,True
4,$1100101000,True
4,$0011010101,False
4,$0010001001,False
4,$0001100101,False
4,$0101111010,False
4,$0000101000,False
4,$0011100110,False
4,$0111110010,False
4,$1101001100,True
4,$1100101110,True
4,$1110110101,True
4,$0010001000,False
4,$1100101100,True
4,$1110101010,True
4,$0011010001,False
4,$1011100111,True
4,$1100011001,True
4,$1100101110,True
4,$1001001001,True
4,$1000000111,True
4,$0110011011,False
4,$1011101101,True
4,$0110100000,False
4,$0110110101,False
4,$0000110011,False
4,$1100010101,True
4,$1110111100,True
4,$1001110000,True
4,$0000101100,False
4,$0011101001,False
4,$0010011111,False
4,$0000011011,False
4,$1101010000,True
4,$1110101100,True
4,$0111011111,False
4,$1110101001,True
4,$1010001011,True
4,$1011111001,True
4,$0101111100,False
4,$1010011010,True
4,$0011111001,False
4,$1110111101,True
4,$1111101100,True
4,$1111110100,True
4,$0100010110,False
4,$1111110001,True
4,$1101111010,True
4,$0100111111,False
4,$0010010110,False
4,$1000011110,True
4,$0100010101,False
4,$0111010100,False
4,$0111010000,False
4,$1111001001,True
4,$0110001000,False
4,$1010111011,True
4,$1101110100,True
4,$0100011100,False
4,$0111000100,False
4,$0011111010,False
4,$0001110010,False
4,$0010100000,False
4,$1000010110,True
4,$0010110110,False
4,$1011000111,True
4,$0011001001,False
5,$1001101111,True
5,$1011011000,True
5,$1100010001,True
5,$1001011110,True
5,$1101110000,True
5,$1011101101,True
5,$1111110001,True
5,$0010001110,False
5,$1100010000,True
5,$1100010101,True
5,$1110110111,True
5,$1010111110,True
5,$1100100101,True
5,$1110101111,True
5,$1110010100,True
5,$0100101010,False
5,$0010110010,False
5,$0001101100,False
5,$1010110011,True
5,$1010001101,True
5,$0011000011,False
5,$1000001101,True
5,$1110100100,True
5,$1110001001,True
5,$0000010101,False
5,$0101001111,False
5,$0000100011,False
5,$1001010000,True
5,$0000110011,False
5,$1011000011,True
5,$0110111100,False
5,$1011011101,True
5,$0111110011,False
5,$0010111110,False
5,$0001011001,False
5,$1010111010,True
5,$1011001000,True
5,$1001011110,True
5,$1010000101,True
5,$1010101101,True
5,$0000111000,False
5,$1010101101,True
5,$1011011111,True
5,$0101010011,False
5,$0101111010,False
5,$1111011010,True
5,$1000101010,True
5,$0110010111,False
5,$1001110011,True
5,$0100111101,False
5,$0111011011,False
5,$0000011001,False
5,$1000010010,True
5,$0111000110,False
5,$0010001001,False
5,$0100100100,False
5,$0000111111,False
5,$0111100001,False
5,$0011111101,False
5,$0111100001,False
5,$1010010111,True
5,$0010111001,False
5,$1100110000,True
5,$0000011011,False
5,$0001000000,False
5,$0111101000,False
5,$1000110011,True
5,$1100110011,True
5,$0111011111,False
5,$0101100001,False
5,$1110111001,True
5,$1111000000,True
5,$1101111111,True
5,$1001101101,True
5,$0111001111,False
5,$1100000100,True
5,$0110111011,False
5,$0110111011,False
5,$0000110000,False
5,$1100100010,True
5,$0100011000,False
5,$0100110111,False
5,$1100011011,True
5,$0001001001,False
5,$1100110001,True
5,$0100011001,False
5,$0110100111,False
5,$0111100100,False
5,$1101001101,True
5,$1011110010,True
5,$1000100001,True
5,$1010001110,True
5,$1011011001,True
5,$1010001011,True
5,$1011011011,True
5,$1101001001,True
5,$0100011101,False
5,$0101100100,False
5,$1100111110,True
5,$1010011110,True
6,$1011110100,True
6,$0010110100,False
6,$0010100011,False
6,$0100011000,False
6,$1110001111,True
6,$0101011011,False
6,$0110010010,False
6,$0101000110,False
6,$0110100101,False
6,$0100001100,False
6,$1001001100,True
6,$0011011011,False
6,$1110101010,True
6,$0011011010,False
6,$0110011100,False
6,$0001110101,False
6,$1000110100,True
6,$1101110110,True
6,$1110001111,True
6,$1100110101,True
6,$0011011001,False
6,$1110011010,True
6,$1101101001,True
6,$1110001100,True
6,$1111111010,True
6,$1011101010,True
6,$0011101001,False
6,$0001110111,False
6,$1000101101,True
6,$1010000001,True
6,$0001110011,False
6,$0011001001,False
6,$0000111100,False
6,$0101001001,False
6,$1110100010,True
6,$1110001000,True
6,$0001001001,False
6,$0101100101,False
6,$0101110111,False
6,$0010011101,False
6,$1111100110,True
6,$1011011010,True
6,$1100011011,True
6,$0100101111,False
6,$1011101111,True
6,$0001101000,False
6,$1111100101,True
6,$1111001110,True
6,$0111100001,False
6,$0001111100,False
6,$0111010000,False
6,$1101001010,True
6,$1010101100,True
6,$1101110101,True
6,$0001110101,False
6,$1011010000,True
6,$0100111101,False
6,$0100000001,False
6,$0011011001,False
6,$0101011111,False
6,$0011000011,False
6,$1001101100,True
6,$0101111000,False
6,$1000110110,True
6,$1101111100,True
6,$1011101101,True
6,$0111110010,False
6,$0111111101,False
6,$1100100100,True
6,$0111001100,False
6,$0110110111,False
6,$0110010100,False
6,$0010100101,False
6,$1101110010,True
6,$0011110011,False
6,$1011101010,True
6,$1101101010,True
6,$0110101101,False
6,$1100110101,True
6,$1010000111,True
6,$0001101010,False
6,$1110110001,True
6,$0110110100,False
6,$0001100111,False
6,$0110010000,False
6,$0110011010,False
6,$1001110000,True
6,$0011100011,False
6,$0100101101,False
6,$0111000100,False
6,$0110000110,False
6,$0111100010,False
6,$1110110000,True
6,$0011111000,False
6,$0001100001,False
6,$1100111011,True
6,$0010000101,False
6,$1100001100,True
6,$1110111010,True
6,$1110001110,True
7,$0110110110,False
7,$1101101110,True
7,$1111110111,True
7,$0110100000,False
7,$0100010111,False
7,$1010101000,True
7,$1000011111,True
7,$1100100111,True
7,$0111101101,False
7,$0111100011,False
7,$0010110011,False
7,$0110101001,False
7,$0001101100,False
7,$1001101101,True
7,$1100010001,True
7,$0001100101,False
7,$1000001010,True
7,$1001101111,True
7,$0100001100,False
7,$1001000100,True
7,$0000111000,False
7,$0100001010,False
7,$1010010110,True
7,$0100111010,False
7,$1000010011,True
7,$0010111011,False
7,$0000001000,False
7,$0000110000,False
7,$0010000101,False
7,$0100111000,False
7,$0011101001,False
7,$0110001100,False
7,$0001010101,False
7,$1100101111,True
7,$0101001110,False
7,$0110011010,False
7,$1101011011,True
7,$0110001001,False
7,$1111110000,True
7,$0001011110,False
7,$0101100110,False
7,$1111100010,True
7,$0011000001,False
7,$1010110111,True
7,$1010100010,True
7,$1010100001,True
7,$1110111010,True
7,$0101010010,False
7,$0110111100,False
7,$0000000011,False
7,$0010111011,False
7,$0100010100,False
7,$1111011111,True
7,$1011010101,True
7,$0011000010,False
7,$0100001110,False
7,$0101110001,False
7,$1100100100,True
7,$0101011001,False
7,$0001100110,False
7,$1110100111,True
7,$1011010101,True
7,$1000010100,True
7,$1111000011,True
7,$1000011101,True
7,$1101110010,True
7,$1100000110,True
7,$1011101111,True
7,$0101110001,False
7,$0101010011,False
7,$0001000010,False
7,$1000101011,True
7,$1101101110,True
7,$1101110000,True
7,$1000000111,True
7,$1000110001,True
7,$1100001100,True
7,$1001111110,True
7,$1000110010,True
7,$1100011101,True
7,$0010100100,False
7,$1011011110,True
7,$1011101101,True
7,$0000101001,False
7,$0001010101,False
7,$1111110100,True
7,$1010001110,True
7,$1110101101,True
7,$0101111110,False
7,$0001011101,False
7,$0101100000,False
7,$1100111100,True
7,$0100000010,False
7,$0011010110,False
7,$0000110101,False
7,$0011001101,False
7,$0110011110,False
7,$0110001110,False
7,$1111001100,True
7,$1110110111,True
8,$1000100101,True
8,$1111100001,True
8,$1111101001,True
8,$1110011111,True
8,$0001011110,False
8,$0000111000,False
8,$1010110110,True
8,$0101101001,False
8,$1000011001,True
8,$0100110100,False
8,$0101010000,False
8,$1000010111,True
8,$1110000100,True
8,$1000011000,True
8,$1100000010,True
8,$1100011010,True
8,$0101011001,False
8,$1011111110,True
8,$1010000110,True
8,$1100001000,True
8,$0110010100,False
8,$1100100110,True
8,$0111000100,False
8,$0111011000,False
8,$0001000111,False
8,$1101010100,True
8,$1011111001,True
8,$0101001010,False
8,$1001001101,True
8,$1010001001,True
8,$1000000111,True
8,$0110011000,False
8,$1111010111,True
8,$1010010010,True
8,$1111110111,True
8,$1010001011,True
8,$0011100101,False
8,$0110001110,False
8,$0001100101,False
8,$0110111100,False
8,$0001111001,False
8,$0001101011,False
8,$0000110110,False
8,$1000001110,True
8,$0101001111,False
8,$0100110010,False
8,$1000101100,True
8,$0010010000,False
8,$0101011101,False
8,$0101101000,False
8,$1011101100,True
8,$1111101100,True
8,$1011010001,True
8,$0100111100,False
8,$0111111001,False
8,$0100100110,False
8,$0001011100,False
8,$0101111000,False
8,$1010101100,True
8,$0000111100,False
8,$0000110010,False
8,$1001100010,True
8,$1111111010,True
8,$1011001000,True
8,$1011010111,True
8,$0011010111,False
8,$0011010011,False
8,$1111111100,True
8,$0101100111,False
8,$1110010010,True
8,$0110110011,False
8,$0010011001,False
8,$0000100011,False
8,$1100100100,True
8,$1000101001,True
8,$1001101101,True
8,$1000101110,True
8,$0000000011,False
8,$0000001111,False
8,$1011000101,True
8,$0110111000,False
8,$0001010001,False
8,$1011001110,True
8,$0011100001,False
8,$0100111101,False
8,$0111111011,False
8,$1111001101,True
8,$1001010100,True
8,$0101110101,False
8,$0101111001,False
8,$1010000010,True
8,$0100010010,False
8,$1101001011,True
8,$1010101011,True
8,$0010001110,False
8,$1000100011,True
8,$0100011111,False
8,$1010011111,True
8,$1011001000,True
8,$1001000111,True
9,$0100011011,False
9,$1101010010,True
9,$1001100101,True
9,$1100111100,True
9,$0011111100,False
9,$0101010110,False
9,$1011000001,True
9,$0111010011,False
9,$1111011100,True
9,$0001010010,False
9,$1011001100,True
9,$0110100011,False
9,$0101011110,False
9,$0101001110,False
9,$0000101110,False
9,$1000001001,True
9,$0110000000,False
9,$0000101100,False
9,$0001111100,False
9,$1001111100,True
9,$0000101011,False
9,$1101001001,True
9,$1110110100,True
9,$1111010110,True
9,$1010000000,True
9,$1101011110,True
9,$1001000111,True
9,$1100011110,True
9,$1110001100,True
9,$0101001110,False
9,$0101111111,False
9,$1010100110,True
9,$0001101000,False
9,$0111000110,False
9,$0011111011,False
9,$0001001111,False
9,$1000010111,True
9,$0000001000,False
9,$0001101011,False
9,$1101101111,True
9,$0000000100,False
9,$1111110000,True
9,$1001010011,True
9,$0010010110,False
9,$1100001110,True
9,$1001110001,True
9,$1111000110,True
9,$0001001000,False
9,$1000110100,True
9,$1000011101,True
9,$0010110111,False
9,$0001111001,False
9,$0101100011,False
9,$1000101011,True
9,$0010000100,False
9,$0100010010,False
9,$0011010000,False
9,$0011010111,False
9,$1110101101,True
9,$0100100010,False
9,$1001001111,True
9,$1101000000,True
9,$0100101011,False
9,$0000101010,False
9,$0000101100,False
9,$1010001001,True
9,$1001100101,True
9,$1111101010,True
9,$0110100001,False
9,$1111001010,True
9,$0101011100,False
9,$0001100111,False
9,$1001100101,True
9,$0010111111,False
9,$1011111110,True
9,$0011010001,False
9,$0100010110,False
9,$0100111000,False
9,$0010000100,False
9,$1110111010,True
9,$0010010011,False
9,$1000001111,True
9,$0001010011,False
9,$0101001110,False
9,$0110010000,False
9,$1111001111,True
9,$0100001111,False
9,$1111100010,True
9,$1011001100,True
9,$1110010001,True
9,$1110101000,True
9,$0010000001,False
9,$1000100101,True
9,$0111001100,False
9,$1010011010,True
9,$0100010111,False
9,$0110100100,False
9,$0000001010,False
9,$1000010100,True
9,$0011011110,False
10,$1001101000,True
10,$0101001001,False
10,$1001101101,True
10,$0001011110,False
10,$1011011101,True
10,$1001101100,True
10,$0111011001,False
10,$0000100000,False
10,$0101010111,False
10,$0101010100,False
10,$0011111110,False
10,$1001000000,True
10,$0110011110,False
10,$0110111000,False
10,$0001000001,False
10,$1100000111,True
10,$1000110010,True
10,$1101000000,True
10,$0101101100,False
10,$0001100101,False
10,$0111010100,False
10,$0110001110,False
10,$0000111001,False
10,$0100010111,False
10,$0001001100,False
10,$0010111101,False
10,$1001001111,True
10,$0111101011,False
10,$0001100001,False
10,$1100101100,True
10,$0101010010,False
10,$0101101011,False
10,$0100111000,False
10,$1100010011,True
10,$0111101011,False
10,$1100000011,True
10,$1000000100,True
10,$0010101010,False
10,$0001000000,False
10,$1111101011,True
10,$0000000111,False
10,$1001001001,True
10,$0011001101,False
10,$0010001111,False
10,$0110010010,False
10,$1110001010,True
10,$0111101101,False
10,$1000011100,True
10,$0001111011,False
10,$1001010111,True
10,$0001111000,False
10,$1011100101,True
10,$1100001100,True
10,$1100101010,True
10,$1010011011,True
10,$1111101101,True
10,$1100101100,True
10,$0101011000,False
10,$1011001101,True
10,$0001000010,False
10,$1110011100,True
10,$0010100010,False
10,$1110010010,True
10,$1101010101,True
10,$1111010110,True
10,$1110001010,True
10,$0000010100,False
10,$1011011111,True
10,$1100100111,True
10,$1000100101,True
10,$0001000000,False
10,$0000111111,False
10,$1101110110,True
10,$1111001110,True
10,$1101100100,True
10,$1010100101,True
10,$0111000000,False
10,$0100110010,False
10,$0001010101,False
10,$1011001000,True
10,$0000101000,False
10,$0111110011,False
10,$0110010000,False
10,$0111011110,False
10,$1100110110,True
10,$1111011011,True
10,$1010110000,True
10,$0100111001,False
10,$0110001100,False
10,$1111111101,True
10,$0100011111,False
10,$1111010010,True
10,$1101001101,True
10,$0010101111,False
10,$0101110000,False
10,$1001000100,True
10,$0011010111,False
10,$0111100111,False
10,$0100100010,False
10,$1000110011,True
